green_channel,red_channel,ir_channel
29777,52997,20975
29702,52943,20885
29655,52911,20832
29639,52906,20813
29653,52927,20833
29696,52973,20891
29766,53040,20986
29865,53128,21110
29987,53232,21260
30121,53347,21430
30265,53470,21611
30415,53598,21802
30566,53724,21997
30714,53848,22192
30856,53966,22381
30993,54077,22561
31119,54182,22730
31233,54276,22884
31335,54360,23020
31425,54432,23135
31500,54491,23231
31559,54534,23308
31601,54563,23364
31626,54580,23396
31634,54582,23403
31625,54568,23388
31598,54543,23354
31560,54507,23303
31507,54460,23234
31438,54400,23147
31354,54334,23044
31259,54262,22926
31155,54183,22798
31043,54098,22660
30927,54005,22511
30808,53904,22350
30687,53797,22183
30563,53687,22012
30436,53574,21838
30307,53462,21660
30175,53351,21482
30042,53241,21306
29912,53132,21134
29790,53026,20970
29671,52924,20811
29556,52825,20655
29445,52729,20506
29340,52637,20364
29241,52552,20232
29151,52475,20106
29069,52407,19989
28993,52345,19880
28919,52283,19780
28849,52224,19687
28784,52170,19600
28725,52119,19519
28669,52072,19445
28616,52030,19373
28566,51992,19305
28515,51953,19239
28464,51911,19172
28413,51871,19107
28365,51833,19045
28321,51795,18987
28279,51757,18934
28241,51722,18883
28204,51692,18836
28169,51664,18792
28136,51641,18746
28103,51619,18696
28072,51595,18643
28039,51568,18591
28002,51537,18538
27963,51507,18485
27923,51477,18429
27883,51445,18371
27840,51412,18317
27798,51379,18263
27759,51346,18211
27721,51311,18164
27684,51275,18122
27649,51241,18082
27620,51212,18047
27600,51191,18021
27589,51183,18009
27593,51191,18015
27617,51219,18050
27674,51274,18127
27777,51364,18259
27933,51498,18457
28147,51680,18726
28417,51910,19070
28739,52184,19487
29109,52498,19968
29518,52843,20498
29955,53210,21060
30407,53588,21644
30866,53968,22238
31318,54341,22829
31755,54702,23406
32173,55045,23959
32568,55369,24480
32938,55673,24969
33282,55957,25426
33594,56216,25847
33873,56451,26225
34121,56660,26557
34337,56839,26839
34517,56985,27071
34661,57100,27253
34768,57183,27385
34838,57238,27468
34873,57264,27505
34878,57263,27501
34852,57234,27462
34799,57177,27389
34721,57099,27287
34624,57004,27159
34507,56893,27006
34371,56771,26834
34224,56645,26647
34068,56515,26448
33906,56381,26243
33740,56244,26034
33573,56105,25820
33406,55967,25604
33241,55829,25391
33078,55692,25181
32918,55557,24974
32759,55422,24768
32598,55285,24561
32435,55148,24352
32276,55015,24146
32124,54888,23946
31975,54767,23758
31835,54654,23586
31717,54556,23436
31625,54479,23315
31557,54425,23225
31516,54393,23169
31506,54386,23146
31521,54400,23156
31557,54429,23199
31612,54474,23271
31688,54537,23368
31783,54614,23487
31893,54701,23625
32009,54796,23775
32125,54896,23927
32240,54996,24075
32354,55093,24221
32466,55188,24366
32576,55281,24509
32680,55369,24643
32776,55450,24767
32863,55520,24877
32941,55578,24970
33006,55621,25042
33053,55650,25095
33083,55664,25130
33096,55667,25143
33091,55659,25134
33070,55638,25106
33037,55607,25061
32993,55565,24999
32937,55514,24925
32870,55454,24837
32794,55386,24738
32710,55311,24628
32617,55230,24505
32513,55143,24368
32403,55052,24219
32289,54958,24064
32171,54859,23902
32049,54756,23734
31925,54649,23561
31803,54542,23387
31682,54437,23216
31562,54334,23051
31444,54234,22888
31327,54134,22729
31209,54036,22576
31094,53940,22430
30985,53847,22289
30881,53758,22154
30781,53673,22025
30685,53595,21901
30596,53522,21781
30514,53456,21667
30440,53395,21559
30374,53336,21458
30312,53280,21364
30252,53229,21278
30195,53186,21201
30142,53149,21130
30094,53113,21066
30050,53076,21008
30010,53040,20955
29972,53005,20905
29933,52970,20857
29893,52934,20808
29855,52897,20758
29819,52865,20706
29785,52837,20653
29752,52814,20604
29719,52794,20557
29689,52779,20510
29660,52764,20463
29628,52743,20416
29593,52714,20372
29559,52682,20329
29526,52649,20282
29492,52614,20230
29457,52577,20177
29421,52541,20123
29386,52506,20066
29348,52473,20009
29306,52440,19948
29264,52407,19884
29221,52374,19820
29177,52339,19757
29129,52301,19694
29082,52263,19632
29033,52224,19569
28981,52184,19507
28930,52144,19452
28887,52111,19408
28860,52090,19378
28850,52085,19368
28864,52103,19390
28917,52154,19457
29020,52245,19584
29179,52385,19785
29401,52576,20067
29684,52816,20429
30017,53100,20861
30394,53417,21351
30805,53758,21887
31239,54120,22455
31684,54492,23044
32132,54866,23639
32574,55236,24228
33007,55597,24799
33422,55943,25347
33814,56268,25864
34180,56573,26349
34519,56857,26799
34828,57115,27210
35106,57346,27577
35351,57549,27899
35561,57724,28174
35736,57867,28403
35877,57977,28581
35984,58057,28707
36060,58111,28785
36102,58139,28821
36110,58138,28817
36087,58110,28774
36037,58058,28694
35964,57982,28582
35865,57885,28442
35744,57770,28276
35605,57644,28091
35453,57511,27895
35287,57372,27689
35113,57230,27477
34938,57088,27263
34765,56947,27047
34594,56803,26829
34429,56659,26611
34264,56516,26393
34097,56371,26175
33926,56223,25953
33755,56076,25728
33587,55934,25508
33423,55798,25298
33268,55671,25103
33133,55559,24927
33021,55464,24776
32931,55386,24653
32861,55327,24560
32813,55289,24498
32789,55273,24468
32789,55279,24468
32813,55303,24496
32858,55341,24552
32923,55395,24635
33005,55461,24738
33100,55537,24855
33207,55622,24984
33320,55716,25123
33435,55815,25271
33550,55915,25422
33661,56010,25568
33766,56100,25705
33865,56183,25831
33955,56261,25943
34038,56330,26045
34111,56388,26135
34173,56435,26210
34224,56472,26267
34264,56499,26306
34289,56514,26327
34296,56515,26329
34288,56506,26315
34265,56486,26284
34227,56455,26237
34178,56414,26175
34118,56363,26098
34046,56301,26005
33963,56227,25895
33868,56145,25771
33765,56057,25635
33656,55963,25493
33541,55863,25347
33421,55759,25195
33295,55654,25035
33164,55548,24870
33030,55439,24702
32895,55329,24531
32764,55220,24360
32636,55114,24188
32510,55009,24019
32388,54908,23854
32270,54812,23695
32157,54720,23544
32049,54631,23397
31946,54546,23252
31850,54464,23115
31757,54385,22988
31665,54308,22870
31576,54235,22757
31494,54164,22650
31419,54093,22549
31349,54023,22451
31284,53957,22355
31221,53895,22262
31159,53841,22173
31097,53792,22090
31040,53750,22011
30986,53712,21937
30934,53675,21870
30884,53638,21808
30839,53601,21748
30798,53566,21690
30757,53533,21632
30716,53503,21575
30681,53477,21521
30652,53453,21472
30622,53431,21430
30592,53408,21390
30564,53384,21347
30536,53356,21301
30503,53326,21254
30465,53294,21207
30426,53263,21158
30387,53232,21107
30350,53201,21054
30313,53168,21003
30277,53134,20949
30238,53098,20891
30195,53060,20831
30150,53021,20769
30101,52980,20701
30047,52935,20626
29988,52885,20544
29927,52833,20459
29863,52781,20372
29796,52729,20284
29725,52674,20196
29653,52619,20106
29580,52563,20016
29508,52506,19927
29438,52450,19838
29372,52396,19754
29312,52344,19675
29259,52299,19605
29224,52265,19552
29216,52254,19535
29249,52278,19573
29333,52347,19680
29475,52468,19864
29679,52645,20129
29946,52876,20474
30272,53154,20892
30648,53473,21373
31062,53826,21906
31502,54202,22475
31958,54591,23069
32420,54985,23675
32879,55376,24276
33325,55754,24862
33753,56114,25422
34156,56449,25952
34529,56759,26446
34867,57040,26898
35170,57293,27305
35440,57513,27662
35675,57701,27965
35874,57859,28215
36035,57987,28415
36159,58083,28565
36249,58151,28669
36306,58191,28728
36331,58206,28745
36326,58196,28721
36290,58157,28659
36223,58092,28562
36123,58004,28435
36001,57896,28283
35862,57770,28108
35708,57629,27912
35539,57480,27698
35363,57328,27470
35184,57173,27236
34999,57018,26999
34812,56863,26761
34625,56710,26527
34439,56558,26295
34251,56401,26063
34060,56239,25829
33869,56074,25589
33678,55908,25345
33489,55744,25100
33307,55588,24861
33136,55444,24633
32980,55311,24423
32845,55192,24237
32730,55096,24082
32642,55025,23962
32580,54975,23877
32546,54946,23830
32537,54940,23821
32554,54959,23850
32596,55000,23911
32661,55059,23999
32748,55134,24110
32851,55225,24239
32962,55327,24382
33077,55435,24537
33198,55545,24698
33322,55658,24863
33445,55767,25025
33560,55866,25179
33670,55956,25319
33771,56037,25445
33859,56109,25554
33930,56169,25648
33987,56217,25727
34032,56256,25786
34063,56282,25826
34077,56296,25849
34074,56296,25853
34058,56283,25836
34029,56253,25796
33985,56209,25732
33928,56154,25649
33863,56090,25551
33788,56017,25441
33701,55934,25316
33603,55845,25175
33492,55749,25024
33369,55646,24863
33236,55536,24692
33098,55422,24512
32957,55308,24326
32812,55192,24138
32664,55074,23949
32517,54955,23762
32370,54836,23574
32225,54717,23386
32084,54599,23200
31948,54483,23019
31813,54369,22843
31678,54258,22672
31544,54150,22504
31415,54045,22337
31295,53944,22178
31183,53849,22024
31077,53757,21876
30977,53670,21736
30883,53588,21603
30792,53509,21475
30704,53432,21353
30620,53360,21237
30541,53293,21129
30466,53231,21031
30393,53174,20941
30325,53121,20855
30262,53071,20772
30204,53022,20692
30150,52973,20616
30101,52928,20545
30056,52886,20478
30012,52849,20417
29970,52818,20359
29930,52791,20303
29891,52763,20249
29853,52734,20194
29817,52704,20140
29782,52673,20089
29746,52642,20041
29707,52612,19995
29669,52585,19947
29632,52556,19897
29593,52525,19845
29548,52490,19790
29499,52453,19731
29447,52414,19672
29393,52374,19612
29338,52333,19550
29285,52292,19486
29236,52250,19420
29184,52205,19352
29127,52156,19277
29066,52105,19197
29002,52053,19113
28934,51997,19024
28865,51936,18930
28795,51876,18833
28726,51816,18737
28657,51755,18641
28589,51694,18546
28522,51636,18452
28458,51580,18362
28402,51533,18284
28362,51502,18226
28349,51495,18202
28370,51518,18224
28434,51578,18310
28555,51685,18471
28742,51852,18718
28997,52079,19052
29316,52358,19470
29694,52681,19960
30119,53042,20509
30575,53430,21101
31047,53831,21717
31524,54236,22338
31994,54634,22949
32445,55014,23540
32873,55371,24100
33271,55702,24621
33634,56006,25097
33959,56276,25527
34245,56511,25907
34491,56713,26235
34698,56883,26512
34867,57019,26740
34997,57123,26917
35094,57195,27044
35159,57239,27125
35191,57254,27163
35191,57244,27160
35160,57208,27114
35098,57148,27027
35008,57067,26904
34892,56967,26747
34753,56848,26559
34590,56709,26346
34404,56551,26110
34200,56377,25854
33985,56194,25580
33764,56006,25296
33536,55816,25007
33305,55624,24712
33076,55431,24415
32846,55239,24122
32613,55048,23831
32379,54858,23539
32150,54669,23246
31923,54485,22953
31699,54304,22660
31483,54127,22372
31281,53956,22100
31094,53797,21853
30927,53658,21637
30790,53546,21461
30689,53461,21333
30624,53402,21252
30591,53375,21218
30596,53385,21231
30637,53430,21291
30712,53502,21391
30820,53597,21527
30954,53713,21692
31110,53847,21881
31280,53994,22091
31457,54147,22316
31633,54302,22547
31807,54457,22777
31974,54601,22995
32132,54730,23197
32276,54847,23381
32404,54952,23544
32515,55043,23689
32609,55122,23814
32686,55187,23915
32745,55233,23988
32783,55258,24034
32799,55264,24055
32795,55256,24052
32770,55232,24024
32724,55194,23970
32661,55144,23894
32586,55082,23800
32499,55009,23691
32400,54925,23569
32290,54830,23434
32172,54723,23285
32047,54611,23123
31912,54493,22948
31769,54370,22762
31619,54242,22565
31463,54110,22361
31302,53974,22150
31143,53841,21935
30986,53712,21720
30831,53586,21511
30681,53464,21308
30535,53347,21113
30393,53235,20925
30256,53127,20745
30125,53023,20575
30002,52925,20415
29888,52831,20266
29784,52745,20129
29689,52667,20006
29602,52598,19895
29520,52535,19794
29443,52476,19698
29373,52421,19608
29312,52371,19524
29258,52325,19449
29210,52281,19386
29165,52238,19330
29122,52201,19276
29075,52165,19222
29026,52128,19166
28980,52091,19109
28936,52055,19051
28893,52020,18995
28850,51987,18936
28807,51956,18873
28767,51926,18811
28730,51897,18755
28695,51868,18703
28662,51837,18650
28628,51803,18593
28591,51765,18535
28548,51725,18477
28502,51683,18418
28453,51642,18357
28398,51598,18294
28340,51551,18227
28281,51504,18155
28223,51455,18080
28163,51403,18001
28101,51350,17921
28037,51299,17840
27971,51250,17761
27902,51200,17685
27837,51148,17612
27779,51099,17545
27728,51059,17485
27687,51028,17436
27662,51009,17406
27661,51009,17405
27690,51035,17443
27761,51097,17533
27886,51205,17691
28077,51367,17932
28336,51589,18263
28664,51867,18682
29051,52194,19177
29483,52560,19732
29944,52952,20328
30420,53359,20950
30899,53770,21582
31372,54172,22209
31830,54555,22813
32263,54915,23386
32669,55249,23916
33043,55555,24399
33381,55832,24834
33680,56075,25221
33939,56287,25563
34159,56472,25859
34339,56624,26107
34479,56741,26299
34580,56828,26436
34646,56886,26522
34679,56914,26563
34678,56912,26562
34649,56884,26523
34592,56833,26450
34508,56759,26344
34398,56665,26205
34264,56551,26034
34109,56419,25834
33934,56271,25608
33741,56106,25360
33533,55928,25094
33314,55738,24813
33085,55540,24521
32849,55340,24222
32612,55137,23918
32371,54932,23609
32123,54720,23295
31869,54504,22972
31612,54288,22641
31353,54073,22304
31093,53859,21967
30839,53651,21640
30601,53454,21329
30387,53276,21044
30198,53120,20793
30039,52989,20582
29914,52888,20415
29828,52820,20301
29782,52786,20241
29778,52784,20237
29813,52815,20285
29885,52878,20384
29993,52973,20528
30134,53095,20713
30305,53239,20930
30497,53401,21177
30700,53573,21445
30910,53749,21719
31118,53925,21988
31318,54095,22249
31505,54256,22497
31678,54407,22726
31835,54545,22930
31970,54664,23110
32081,54763,23261
32171,54842,23381
32245,54904,23473
32300,54946,23538
32333,54970,23575
32345,54976,23586
32339,54967,23569
32316,54943,23529
32273,54904,23468
32214,54852,23389
32139,54787,23294
32047,54709,23182
31941,54618,23052
31826,54515,22903
31705,54402,22738
31574,54283,22561
31436,54159,22374
31293,54030,22180
31148,53900,21983
31000,53770,21781
30847,53638,21576
30694,53508,21371
30541,53381,21170
30390,53254,20973
30241,53127,20781
30097,53005,20593
29958,52889,20408
29823,52778,20230
29693,52672,20060
29567,52573,19897
29445,52481,19741
29329,52392,19592
29219,52306,19453
29115,52226,19327
29017,52150,19210
28922,52078,19100
28831,52008,18995
28747,51944,18894
28667,51883,18798
28593,51823,18707
28527,51766,18619
28469,51715,18536
28412,51668,18459
28355,51623,18384
28298,51581,18314
28245,51541,18248
28196,51499,18186
28151,51456,18124
28109,51413,18061
28071,51370,18000
28034,51329,17942
27997,51289,17884
27962,51251,17826
27932,51218,17772
27904,51191,17722
27874,51166,17675
27843,51143,17630
27814,51121,17587
27783,51098,17544
27745,51073,17499
27700,51044,17447
27650,51011,17391
27598,50975,17332
27543,50938,17271
27490,50899,17207
27442,50857,17145
27399,50817,17087
27360,50781,17036
27326,50750,16995
27300,50726,16967
27288,50715,16961
27300,50730,16987
27349,50782,17058
27452,50879,17198
27622,51030,17426
27867,51243,17752
28188,51521,18172
28581,51855,18683
29032,52237,19273
29529,52653,19923
30058,53092,20613
30603,53541,21322
31144,53990,22030
31669,54427,22723
32172,54848,23389
32647,55247,24017
33089,55618,24601
33496,55957,25135
33865,56265,25619
34196,56542,26054
34489,56785,26437
34742,56993,26767
34956,57166,27045
35132,57303,27272
35271,57409,27448
35375,57485,27575
35443,57532,27651
35475,57550,27681
35474,57544,27669
35443,57517,27620
35387,57467,27538
35303,57392,27424
35192,57291,27277
35058,57171,27100
34904,57036,26894
34729,56887,26665
34538,56726,26418
34335,56555,26158
34123,56381,25889
33906,56203,25615
33687,56020,25341
33467,55834,25065
33247,55646,24788
33026,55458,24514
32807,55273,24241
32588,55089,23968
32369,54904,23689
32151,54717,23411
31940,54534,23138
31743,54359,22873
31560,54198,22624
31394,54053,22401
31255,53931,22213
31144,53837,22066
31062,53773,21963
31013,53738,21905
31001,53733,21889
31027,53760,21917
31086,53817,21989
31174,53898,22101
31287,53999,22243
31420,54116,22411
31567,54243,22602
31724,54374,22805
31885,54507,23016
32049,54640,23228
32210,54770,23436
32364,54896,23635
32508,55016,23820
32638,55127,23987
32752,55225,24139
32850,55308,24272
32932,55377,24380
32995,55431,24462
33039,55470,24518
33066,55496,24552
33079,55506,24564
33074,55496,24553
33048,55468,24519
33002,55423,24459
32940,55364,24379
32864,55295,24281
32775,55219,24167
32675,55135,24036
32567,55044,23888
32450,54946,23730
32326,54843,23563
32195,54733,23391
32060,54620,23213
31921,54503,23029
31778,54382,22839
31632,54257,22644
31483,54127,22443
31332,53994,22243
31180,53862,22042
31030,53732,21843
30884,53604,21646
30742,53477,21453
30602,53352,21266
30467,53233,21084
30337,53122,20910
30211,53017,20743
30091,52919,20584
29979,52831,20435
29877,52750,20299
29780,52675,20173
29685,52601,20053
29591,52527,19936
29502,52455,19823
29417,52384,19717
29338,52318,19615
29267,52259,19517
29204,52205,19423
29145,52156,19335
29088,52110,19252
29034,52066,19173
28981,52024,19098
28928,51984,19025
28875,51943,18954
28819,51901,18886
28763,51858,18822
28706,51814,18758
28648,51770,18692
28594,51726,18624
28544,51684,18556
28497,51641,18488
28452,51598,18418
28410,51558,18350
28368,51517,18286
28324,51475,18225
28277,51433,18166
28230,51395,18107
28182,51359,18047
28134,51323,17987
28089,51289,17931
28050,51262,17880
28018,51242,17835
27994,51228,17804
27985,51225,17795
28002,51243,17818
28056,51291,17888
